,Submarket,Housing_Type,Cluster
43112,Mecklenburg County 28 (NC), Single Family,3
43113,Mecklenburg County 13 (NC), Single Family,3
43114,Mecklenburg County 29 (NC), Single Family,1
43115,Mecklenburg County 12 (NC), Condominium,4
43116,Mecklenburg County 12 (NC), Condominium,4
43117,Mecklenburg County 12 (NC), Condominium,4
43118,Mecklenburg County 27 (NC), Single Family,3
43119,Mecklenburg County 27 (NC), Single Family,3
43120,Mecklenburg County 8 (NC), Condominium,4
43121,Mecklenburg County 8 (NC), Condominium,4
43122,Mecklenburg County 8 (NC), Condominium,4
43123,Mecklenburg County 8 (NC), Townhouse,1
43124,Mecklenburg County 8 (NC), Single Family,3
43125,Mecklenburg County 8 (NC), Single Family,3
43126,Mecklenburg County 8 (NC), Single Family,3
43127,Mecklenburg County 13 (NC), Single Family,3
43128,Mecklenburg County 13 (NC), Single Family,3
43129,Mecklenburg County 29 (NC), Single Family,1
43130,Mecklenburg County 29 (NC), Single Family,1
43131,Mecklenburg County 25 (NC), Single Family,3
43132,Mecklenburg County 25 (NC), Single Family,3
43133,Mecklenburg County 1 (NC), Townhouse,1
43134,Mecklenburg County 18 (NC), Single Family,3
43135,Mecklenburg County 28 (NC), Single Family,3
43136,Mecklenburg County 28 (NC), Single Family,3
43137,Mint Hill, Single Family,3
43138,Mint Hill, Single Family,3
43139,Mecklenburg County 29 (NC), Single Family,1
43140,Mecklenburg County 14 (NC), Single Family,3
43141,Mecklenburg County 16 (NC), Single Family,3
43142,Mecklenburg County 16 (NC), Single Family,3
43143,Mecklenburg County 18 (NC), Single Family,3
43144,Huntersville, Single Family,2
43145,Mecklenburg County 11 (NC), Single Family,3
43146,Mecklenburg County 11 (NC), Single Family,3
43147,Mecklenburg County 34 (NC), Single Family,3
43148,Mecklenburg County 34 (NC), Single Family,3
43149,Mecklenburg County 30 (NC), Townhouse,1
43150,Mecklenburg County 16 (NC), Condominium,4
43151,Mecklenburg County 22 (NC), Single Family,3
43152,Mecklenburg County 22 (NC), Single Family,3
43153,Mecklenburg County 22 (NC), Single Family,3
43154,Mecklenburg County 23 (NC), Single Family,3
43155,Mecklenburg County 22 (NC), Single Family,3
43156,Mecklenburg County 3 (NC), Townhouse,1
43157,Mecklenburg County 3 (NC), Townhouse,1
43158,Mecklenburg County 14 (NC), Condominium,4
43159,Mecklenburg County 14 (NC), Condominium,4
43160,Mecklenburg County 34 (NC), Single Family,3
43161,Mecklenburg County 34 (NC), Single Family,3
43162,Mecklenburg County 30 (NC), Condominium,4
43163,Mecklenburg County 30 (NC), Condominium,4
43164,Mecklenburg County 6 (NC), Single Family,3
43165,Cornelius, Single Family,4
43166,Mecklenburg County 17 (NC), Single Family,3
43167,Huntersville, Townhouse,2
43168,Mecklenburg County 14 (NC), Single Family,3
43169,Mecklenburg County 16 (NC), Single Family,3
43170,Mecklenburg County 29 (NC), Single Family,1
43171,Mecklenburg County 29 (NC), Single Family,1
43172,Mecklenburg County 29 (NC), Single Family,1
43173,Mecklenburg County 29 (NC), Single Family,1
43174,Mecklenburg County 29 (NC), Single Family,1
43175,Mecklenburg County 29 (NC), Single Family,1
43176,Mecklenburg County 4 (NC), Single Family,3
43177,Mecklenburg County 4 (NC), Single Family,3
43178,Mecklenburg County 4 (NC), Single Family,3
43179,Mecklenburg County 4 (NC), Single Family,3
43180,Mecklenburg County 4 (NC), Single Family,3
43181,Mecklenburg County 4 (NC), Single Family,3
43182,Cornelius, Single Family,4
43183,Cornelius, Single Family,4
43184,Mecklenburg County 35 (NC), Single Family,0
43185,Mecklenburg County 35 (NC), Single Family,0
43186,Mecklenburg County 4 (NC), Single Family,3
43187,Mint Hill, Single Family,3
43188,Mint Hill, Single Family,3
43189,Matthews, Single Family,3
43190,Matthews, Single Family,3
43191,Matthews, Single Family,3
43192,Mecklenburg County 18 (NC), Single Family,3
43193,Mecklenburg County 16 (NC), Single Family,3
43194,Mecklenburg County 16 (NC), Single Family,3
43195,Mecklenburg County 14 (NC), Single Family,3
43196,Mecklenburg County 2 (NC), Condominium,4
43197,Mecklenburg County 2 (NC), Condominium,4
43198,Mecklenburg County 2 (NC), Condominium,4
43199,Mecklenburg County 2 (NC), Condominium,4
43200,Mecklenburg County 15 (NC), Single Family,3
43201,Mecklenburg County 36 (NC), Single Family,3
43202,Mecklenburg County 9 (NC), Single Family,3
43203,Mecklenburg County 9 (NC), Single Family,3
43204,Mecklenburg County 36 (NC), Single Family,3
43205,Mecklenburg County 36 (NC), Single Family,3
43206,Mecklenburg County 19 (NC), Townhouse,1
43207,Mecklenburg County 34 (NC), Single Family,3
43208,Mecklenburg County 15 (NC), Single Family,3
43209,Mecklenburg County 9 (NC), Townhouse,1
43210,Mecklenburg County 9 (NC), Townhouse,1
43211,Charlotte, Single Family,3
43212,Mecklenburg County 11 (NC), Condominium,4
43213,Mecklenburg County 9 (NC), Single Family,3
43214,Mecklenburg County 34 (NC), Townhouse,1
43215,Mecklenburg County 34 (NC), Townhouse,1
43216,Mecklenburg County 34 (NC), Townhouse,1
43217,Mecklenburg County 14 (NC), Single Family,3
43218,Mecklenburg County 27 (NC), Single Family,3
43219,Mecklenburg County 27 (NC), Single Family,3
43220,Mecklenburg County 36 (NC), Single Family,3
43221,Mecklenburg County 29 (NC), Single Family,1
43222,Mecklenburg County 9 (NC), Single Family,3
43223,Mecklenburg County 9 (NC), Single Family,3
43224,Charlotte, Single Family,3
43225,Mecklenburg County 36 (NC), Single Family,3
43226,Cornelius, Single Family,4
43227,Mecklenburg County 34 (NC), Townhouse,1
43228,Mecklenburg County 34 (NC), Townhouse,1
43229,Mecklenburg County 34 (NC), Townhouse,1
43230,Mecklenburg County 36 (NC), Single Family,3
43231,Mecklenburg County 36 (NC), Single Family,3
43232,Mecklenburg County 36 (NC), Single Family,3
43233,Mecklenburg County 36 (NC), Single Family,3
43234,Mecklenburg County 36 (NC), Single Family,3
43235,Mecklenburg County 7 (NC), Single Family,3
43236,Mecklenburg County 7 (NC), Single Family,3
43237,Huntersville, Single Family,2
43238,Huntersville, Single Family,2
43239,Huntersville, Townhouse,2
43240,Huntersville, Townhouse,2
43241,Huntersville, Townhouse,2
43242,Huntersville, Townhouse,2
43243,Huntersville, Townhouse,2
43244,Huntersville, Townhouse,2
43245,Huntersville, Single Family,2
43246,Cornelius, Single Family,4
43247,Cornelius, Single Family,4
43248,Cornelius, Single Family,4
43249,Davidson, Single Family,3
43250,Mecklenburg County 28 (NC), Single Family,3
43251,Mecklenburg County 21 (NC), Single Family,3
43252,Mecklenburg County 21 (NC), Single Family,3
43253,Mint Hill, Single Family,3
43254,Mint Hill, Single Family,3
43255,Mint Hill, Single Family,3
43256,Mint Hill, Single Family,3
43257,Mint Hill, Single Family,3
43258,Mecklenburg County 19 (NC), Single Family,3
43259,Mecklenburg County 19 (NC), Single Family,3
43260,Mecklenburg County 6 (NC), Single Family,3
43261,Mecklenburg County 16 (NC), Condominium,4
43262,Davidson, Townhouse,1
43263,Davidson, Condominium,4
43264,Mecklenburg County 1 (NC), Condominium,4
43265,Mecklenburg County 28 (NC), Single Family,3
43266,Mecklenburg County 29 (NC), Single Family,1
43267,Mecklenburg County 28 (NC), Single Family,3
43268,Mecklenburg County 28 (NC), Single Family,3
43269,Mecklenburg County 28 (NC), Single Family,3
43270,Huntersville, Single Family,2
43271,Mecklenburg County 36 (NC), Single Family,3
43272,Mecklenburg County 28 (NC), Single Family,3
43273,Mecklenburg County 28 (NC), Single Family,3
43274,Mecklenburg County 34 (NC), Single Family,3
43275,Mecklenburg County 34 (NC), Single Family,3
43276,Mecklenburg County 26 (NC), Single Family,3
43277,Mecklenburg County 27 (NC), Single Family,3
43278,Mecklenburg County 27 (NC), Single Family,3
43279,Mecklenburg County 27 (NC), Single Family,3
43280,Mecklenburg County 23 (NC), Single Family,3
43281,Mecklenburg County 29 (NC), Townhouse,1
43282,Mecklenburg County 29 (NC), Townhouse,1
43283,Mecklenburg County 29 (NC), Townhouse,1
43284,Cornelius, Single Family,4
43285,Mecklenburg County 23 (NC), Single Family,3
43286,Mecklenburg County 16 (NC), Single Family,3
43287,Mecklenburg County 16 (NC), Single Family,3
43288,Mecklenburg County 16 (NC), Single Family,3
43289,Mecklenburg County 23 (NC), Single Family,3
43290,Mecklenburg County 16 (NC), Single Family,3
43291,Mecklenburg County 23 (NC), Single Family,3
43292,Mecklenburg County 28 (NC), Single Family,3
43293,Mecklenburg County 16 (NC), Townhouse,1
43294,Mecklenburg County 16 (NC), Townhouse,1
43295,Mecklenburg County 16 (NC), Single Family,3
43296,Mecklenburg County 36 (NC), Single Family,3
43297,Mecklenburg County 6 (NC), Single Family,3
43298,Mecklenburg County 6 (NC), Single Family,3
43299,Mecklenburg County 6 (NC), Single Family,3
43300,Mecklenburg County 6 (NC), Single Family,3
43301,Huntersville, Single Family,2
43302,Mecklenburg County 1 (NC), Condominium,4
43303,Huntersville, Single Family,2
43304,Huntersville, Single Family,2
43305,Mecklenburg County 26 (NC), Single Family,3
43306,Mecklenburg County 26 (NC), Single Family,3
43307,Mecklenburg County 24 (NC), Single Family,3
43308,Mecklenburg County 24 (NC), Single Family,3
43309,Mecklenburg County 24 (NC), Single Family,3
43310,Mecklenburg County 28 (NC), Single Family,3
43311,Mecklenburg County 28 (NC), Single Family,3
43312,Mecklenburg County 26 (NC), Single Family,3
43313,Mecklenburg County 2 (NC), Condominium,4
43314,Mecklenburg County 29 (NC), Single Family,1
43315,Mecklenburg County 6 (NC), Single Family,3
43316,Mecklenburg County 21 (NC), Single Family,3
43317,Matthews, Single Family,3
43318,Matthews, Single Family,3
43319,Mecklenburg County 2 (NC), Single Family,3
43320,Mecklenburg County 2 (NC), Single Family,3
43321,Mecklenburg County 2 (NC), Single Family,3
43322,Mecklenburg County 2 (NC), Single Family,3
43323,Mecklenburg County 2 (NC), Single Family,3
43324,Mecklenburg County 2 (NC), Single Family,3
43325,Mecklenburg County 2 (NC), Single Family,3
43326,Mecklenburg County 6 (NC), Single Family,3
43327,Mecklenburg County 4 (NC), Single Family,3
43328,Mecklenburg County 28 (NC), Townhouse,1
43329,Mecklenburg County 28 (NC), Single Family,3
43330,Mecklenburg County 28 (NC), Single Family,3
43331,Mecklenburg County 28 (NC), Single Family,3
43332,Mecklenburg County 11 (NC), Single Family,3
43333,Mecklenburg County 16 (NC), Single Family,3
43334,Mecklenburg County 16 (NC), Single Family,3
43335,Mecklenburg County 16 (NC), Single Family,3
43336,Mecklenburg County 4 (NC), Single Family,3
43337,Mecklenburg County 6 (NC), Single Family,3
43338,Mecklenburg County 6 (NC), Single Family,3
43339,Mecklenburg County 6 (NC), Single Family,3
43340,Mecklenburg County 6 (NC), Single Family,3
43341,Mecklenburg County 6 (NC), Single Family,3
43342,Mecklenburg County 11 (NC), Single Family,3
43343,Mecklenburg County 6 (NC), Single Family,3
43344,Mecklenburg County 6 (NC), Single Family,3
43345,Mecklenburg County 6 (NC), Single Family,3
43346,Mecklenburg County 6 (NC), Single Family,3
43347,Mecklenburg County 7 (NC), Single Family,3
43348,Mecklenburg County 7 (NC), Single Family,3
43349,Mecklenburg County 12 (NC), Single Family,3
43350,Mecklenburg County 12 (NC), Single Family,3
43351,Cornelius, Condominium,4
43352,Mecklenburg County 19 (NC), Single Family,3
43353,Mecklenburg County 19 (NC), Single Family,3
43354,Charlotte, Condominium,4
43355,Charlotte, Condominium,4
43356,Mecklenburg County 16 (NC), Single Family,3
43357,Charlotte, Condominium,4
43358,Mecklenburg County 15 (NC), Single Family,3
43359,Mecklenburg County 29 (NC), Single Family,1
43360,Mecklenburg County 29 (NC), Single Family,1
43361,Mecklenburg County 16 (NC), Townhouse,1
43362,Mecklenburg County 34 (NC), Townhouse,1
43363,Mecklenburg County 16 (NC), Townhouse,1
43364,Mecklenburg County 16 (NC), Townhouse,1
43365,Matthews, Single Family,3
43366,Matthews, Single Family,3
43367,Mecklenburg County 34 (NC), Single Family,3
43368,Matthews, Single Family,3
43369,Cornelius, Condominium,4
43370,Mecklenburg County 36 (NC), Condominium,4
43371,Mecklenburg County 36 (NC), Single Family,3
43372,Mecklenburg County 36 (NC), Single Family,3
43373,Mecklenburg County 19 (NC), Townhouse,1
43374,Mecklenburg County 26 (NC), Single Family,3
43375,Mecklenburg County 18 (NC), Single Family,3
43376,Mecklenburg County 15 (NC), Condominium,4
43377,Mecklenburg County 6 (NC), Single Family,3
43378,Mecklenburg County 6 (NC), Single Family,3
43379,Mecklenburg County 6 (NC), Single Family,3
43380,Mecklenburg County 13 (NC), Single Family,3
43381,Mecklenburg County 13 (NC), Single Family,3
43382,Mecklenburg County 30 (NC), Single Family,3
43383,Matthews, Single Family,3
43384,Mecklenburg County 27 (NC), Single Family,3
43385,Mecklenburg County 29 (NC), Single Family,1
43386,Pineville, Single Family,3
43387,Pineville, Condominium,4
43388,Pineville, Condominium,4
43389,Mecklenburg County 36 (NC), Single Family,3
43390,Pineville, Single Family,3
43391,Mecklenburg County 29 (NC), Single Family,1
43392,Mecklenburg County 29 (NC), Single Family,1
43393,Matthews, Single Family,3
43394,Matthews, Single Family,3
43395,Matthews, Single Family,3
43396,Matthews, Single Family,3
43397,Mecklenburg County 36 (NC), Single Family,3
43398,Mint Hill, Single Family,3
43399,Mecklenburg County 34 (NC), Single Family,3
43400,Mecklenburg County 34 (NC), Single Family,3
43401,Mecklenburg County 34 (NC), Single Family,3
43402,Mecklenburg County 34 (NC), Single Family,3
43403,Mecklenburg County 34 (NC), Single Family,3
43404,Mecklenburg County 7 (NC), Single Family,3
43405,Mecklenburg County 15 (NC), Single Family,3
43406,Mecklenburg County 6 (NC), Single Family,3
43407,Mecklenburg County 14 (NC), Single Family,3
43408,Mint Hill, Single Family,3
43409,Mecklenburg County 27 (NC), Single Family,3
43410,Mecklenburg County 14 (NC), Single Family,3
43411,Mecklenburg County 14 (NC), Single Family,3
43412,Mecklenburg County 4 (NC), Single Family,3
43413,Mecklenburg County 11 (NC), Single Family,3
43414,Mecklenburg County 11 (NC), Single Family,3
43415,Mecklenburg County 11 (NC), Single Family,3
43416,Mecklenburg County 1 (NC), Condominium,4
43417,Mecklenburg County 1 (NC), Condominium,4
43418,Mecklenburg County 1 (NC), Condominium,4
43419,Mecklenburg County 1 (NC), Condominium,4
43420,Mecklenburg County 1 (NC), Condominium,4
43421,Mecklenburg County 1 (NC), Condominium,4
43422,Mecklenburg County 1 (NC), Condominium,4
43423,Mecklenburg County 1 (NC), Condominium,4
43424,Mecklenburg County 29 (NC), Single Family,1
43425,Mecklenburg County 28 (NC), Single Family,3
43426,Mecklenburg County 27 (NC), Single Family,3
43427,Mecklenburg County 11 (NC), Single Family,3
43428,Mecklenburg County 11 (NC), Single Family,3
43429,Mecklenburg County 6 (NC), Condominium,4
43430,Mecklenburg County 22 (NC), Single Family,3
43431,Mecklenburg County 14 (NC), Single Family,3
43432,Mecklenburg County 14 (NC), Single Family,3
43433,Mecklenburg County 14 (NC), Single Family,3
43434,Mecklenburg County 26 (NC), Condominium,4
43435,Mecklenburg County 26 (NC), Condominium,4
43436,Mecklenburg County 26 (NC), Condominium,4
43437,Mecklenburg County 26 (NC), Condominium,4
43438,Mecklenburg County 26 (NC), Condominium,4
43439,Mecklenburg County 26 (NC), Condominium,4
43440,Mecklenburg County 26 (NC), Condominium,4
43441,Mecklenburg County 26 (NC), Condominium,4
43442,Mecklenburg County 14 (NC), Condominium,4
43443,Mecklenburg County 14 (NC), Condominium,4
43444,Mecklenburg County 14 (NC), Condominium,4
43445,Mecklenburg County 6 (NC), Single Family,3
43446,Matthews, Single Family,3
43447,Mecklenburg County 24 (NC), Single Family,3
43448,Mecklenburg County 36 (NC), Single Family,3
43449,Mecklenburg County 36 (NC), Single Family,3
43450,Mecklenburg County 4 (NC), Single Family,3
43451,Mecklenburg County 16 (NC), Single Family,3
43452,Mecklenburg County 16 (NC), Single Family,3
43453,Mecklenburg County 29 (NC), Single Family,1
43454,Mecklenburg County 29 (NC), Single Family,1
43455,Mecklenburg County 29 (NC), Single Family,1
43456,Mecklenburg County 30 (NC), Single Family,3
43457,Mecklenburg County 30 (NC), Single Family,3
43458,Mecklenburg County 26 (NC), Single Family,3
43459,Mecklenburg County 27 (NC), Single Family,3
43460,Mecklenburg County 27 (NC), Single Family,3
43461,Mecklenburg County 2 (NC), Single Family,3
43462,Mecklenburg County 36 (NC), Townhouse,1
43463,Mecklenburg County 36 (NC), Townhouse,1
43464,Mecklenburg County 36 (NC), Townhouse,1
43465,Mecklenburg County 27 (NC), Single Family,3
43466,Mecklenburg County 28 (NC), Single Family,3
43467,Mecklenburg County 1 (NC), Condominium,4
